method,query_id,query,rank,pmid,title,score,url,relevance
bm25,3,fever cough pneumonia,4,42181106,Efficacy of Adding Intravenous Methylprednisolone to Nebulized Budesonide in RSV Pneumonia: Modification by Bacterial Co-Infection - A Retrospective Cohort Study.,9.402376406297872,https://pubmed.ncbi.nlm.nih.gov/42181106/,2
bm25,3,fever cough pneumonia,5,42192344,Diagnosis and management of mixed Chlamydia abortus and psittaci pneumonia guided by metagenomic next-generation sequencing: a case report.,9.373564239305267,https://pubmed.ncbi.nlm.nih.gov/42192344/,2
bm25,3,fever cough pneumonia,6,42158683,A case report of X-linked agammaglobulinemia complicated with necrotic pneumonia.,9.317313918204754,https://pubmed.ncbi.nlm.nih.gov/42158683/,2
bm25,3,fever cough pneumonia,7,42211619,Pulmonary Mucormycosis Presenting as Rapidly Progressive Cavitary Pneumonia and Lung Abscess in a Patient With Type 2 Diabetes Mellitus and a Solitary Functioning Kidney: A Report of a Rare Case.,9.302283087285629,https://pubmed.ncbi.nlm.nih.gov/42211619/,2
bm25,3,fever cough pneumonia,8,42167537,"Severe Psittacosis Complicated by Rhabdomyolysis, Acute Kidney Injury, and Upper Gastrointestinal Hemorrhage: A Case Report.",8.721538107751217,https://pubmed.ncbi.nlm.nih.gov/42167537/,0
bm25,3,fever cough pneumonia,9,42201088,"Spontaneous Pneumomediastinum, Subcutaneous Emphysema, and Pneumoperitoneum in RT-PCR-Confirmed Measles: A Pediatric Case Report.",8.700258925548821,https://pubmed.ncbi.nlm.nih.gov/42201088/,0
bm25,3,fever cough pneumonia,10,42211704,"Genetic and epidemiological characteristics of the spread of human metapneumovirus in Bulgaria, 2023-2025.",8.060542650365594,https://pubmed.ncbi.nlm.nih.gov/42211704/,0
bm25,4,pulmonary fibrosis breathing difficulty,1,42182718,Copanlisib ameliorates pulmonary fibrosis by modulating cellular autophagy through PI3K/Akt/mTORC1 pathway.,14.996114382395817,https://pubmed.ncbi.nlm.nih.gov/42182718/,2
bm25,4,pulmonary fibrosis breathing difficulty,2,42204838,Multi-omics reveals a novel Cxcr4(+) subpopulation of alveolar macrophages and therapeutic effect of AMD3100 in mice with advanced silicosis.,14.515617092266826,https://pubmed.ncbi.nlm.nih.gov/42204838/,0
bm25,4,pulmonary fibrosis breathing difficulty,3,42195070,Holistic Management of Pulmonary Fibrosis: A Comprehensive Review.,13.468756788529117,https://pubmed.ncbi.nlm.nih.gov/42195070/,2
bm25,4,pulmonary fibrosis breathing difficulty,4,42179136,Salvianolic Acid B Inhibited LH2 Expression to Reduce Collagen Synthesis in Pulmonary Fibrosis.,12.822796205595909,https://pubmed.ncbi.nlm.nih.gov/42179136/,2
bm25,4,pulmonary fibrosis breathing difficulty,5,42174588,Doublecortin-like kinase 1 promotes fibroblast activation and fibrotic progression through Smad3 binding in idiopathic pulmonary fibrosis.,12.752476589720493,https://pubmed.ncbi.nlm.nih.gov/42174588/,2
bm25,4,pulmonary fibrosis breathing difficulty,6,42196173,"Diagnostic Usefulness of SP-D, CCL2/MCP-1, and IL-18 in Assessing Respiratory Function and Risk of Pulmonary Fibrosis in COVID-19 Patients.",12.743431013525903,https://pubmed.ncbi.nlm.nih.gov/42196173/,2
bm25,4,pulmonary fibrosis breathing difficulty,7,42198516,MFN2 Overexpression Attenuates Coal Dust-Induced Pulmonary Fibrosis by Modulating MAMs Integrity and Cell Apoptosis.,12.659741166721144,https://pubmed.ncbi.nlm.nih.gov/42198516/,2
bm25,4,pulmonary fibrosis breathing difficulty,8,42183153,Mapping cellular and ECM heterogeneity in pulmonary fibrosis - insights from recent spatiomics studies.,12.615543978398936,https://pubmed.ncbi.nlm.nih.gov/42183153/,2
bm25,4,pulmonary fibrosis breathing difficulty,9,42173361,Targeting myofibroblast copper vulnerability reverses pulmonary fibrosis via METTL3-directed STAT6 m6A driving cuproptosis.,12.53297508146931,https://pubmed.ncbi.nlm.nih.gov/42173361/,2
bm25,4,pulmonary fibrosis breathing difficulty,10,42207587,miR-205-5p promotes endothelial dysfunction and senescence in pulmonary fibrosis.,12.49155445301679,https://pubmed.ncbi.nlm.nih.gov/42207587/,2
bm25,5,COPD chronic cough,1,42157039,Clinical and phenotypic characteristics of chronic cough patients without sputum eosinophilia.,25.03034384136912,https://pubmed.ncbi.nlm.nih.gov/42157039/,2
bm25,5,COPD chronic cough,2,42182805,A pilot study on the relationship between temperature and humidity and the detection of basidiomycetes in sputum from patients with chronic cough in the Nagasaki region.,18.778562591624453,https://pubmed.ncbi.nlm.nih.gov/42182805/,2
bm25,5,COPD chronic cough,3,42182777,"Rapid decline in lung function is associated with more chronic respiratory symptoms, more severe small airway dysfunction and lung structural changes.",16.290957463638772,https://pubmed.ncbi.nlm.nih.gov/42182777/,2
bm25,5,COPD chronic cough,4,42199172,Program-Specific Podcasting as a Supplemental Learning Tool for Subspecialty Fellows.,15.988094524982408,https://pubmed.ncbi.nlm.nih.gov/42199172/,0
bm25,5,COPD chronic cough,5,42180826,The possible mechanisms linking chronic obstructive pulmonary disease and coronary atherosclerosis based on coronary computed tomography angiography and animal experiments.,10.303101823816318,https://pubmed.ncbi.nlm.nih.gov/42180826/,2
bm25,5,COPD chronic cough,6,42204658,"Impact of CKD and COPD co-existence on mortality, vascular dementia, and Alzheimer's dementia; a comparative cohort study.",10.276454801897367,https://pubmed.ncbi.nlm.nih.gov/42204658/,2
bm25,5,COPD chronic cough,7,42182791,Lung cancer incidence and risk factors in chronic obstructive pulmonary disease: a systematic review and meta-analysis of cohort studies.,10.199625074316296,https://pubmed.ncbi.nlm.nih.gov/42182791/,2
bm25,5,COPD chronic cough,8,42182741,Associations between physical activity and mortality in chronic obstructive pulmonary disease population with comorbidities: a prospective cohort.,10.11542418572433,https://pubmed.ncbi.nlm.nih.gov/42182741/,2
bm25,5,COPD chronic cough,9,42196196,Characteristics of Gut Microbiota in Patients with Chronic Obstructive Pulmonary Disease Based on Metagenomics and Metabolomics.,10.044236944163828,https://pubmed.ncbi.nlm.nih.gov/42196196/,2
bm25,5,COPD chronic cough,10,42199875,Genetically Predicted Use of Common Analgesics and Risk of Chronic Obstructive Pulmonary Disease: A Bidirectional Mendelian Randomization Study.,9.92979647930924,https://pubmed.ncbi.nlm.nih.gov/42199875/,2
bm25,6,bronchitis mucus cough,1,42158776,Actinomyces graevenitzii Detected in a Case of Endobronchial Actinomycosis Caused by Foreign Body Aspiration: A Case Report.,9.665077859674517,https://pubmed.ncbi.nlm.nih.gov/42158776/,0
bm25,6,bronchitis mucus cough,2,42198355,Mucoactive Agents in Muco-Obstructive Lung Diseases: A Critical Reappraisal of Pharmacological Effects and Clinical Outcomes.,8.727675216235575,https://pubmed.ncbi.nlm.nih.gov/42198355/,1
bm25,6,bronchitis mucus cough,3,42211166,A case of Nocardia asiatica pneumonia: Relapse caused by trimethoprim-sulfamethoxazole treatment nonadherence.,8.725470255245545,https://pubmed.ncbi.nlm.nih.gov/42211166/,1
bm25,6,bronchitis mucus cough,4,42164058,"Small Airway Disease in Pre-COPD and Early COPD: Insights Into the Pulmonary ""Silent Zone"".",8.662070054350554,https://pubmed.ncbi.nlm.nih.gov/42164058/,1
bm25,6,bronchitis mucus cough,5,42180443,"The impacts of air pollution on daily hospitalizations for acute bronchitis in children: a perspective from the coastal city of Shantou, China.",8.180662083548983,https://pubmed.ncbi.nlm.nih.gov/42180443/,2
bm25,6,bronchitis mucus cough,6,42176270,FOXA1-mediated CEPT1 deficiency in airway epithelium drives asthma via an ER stress-mitochondrial dysfunction axis.,7.232327639151489,https://pubmed.ncbi.nlm.nih.gov/42176270/,1
bm25,6,bronchitis mucus cough,7,42166638,Impaired mucociliary clearance in bronchiectasis: the result of a differentiation-delayed airway epithelium?,7.004907375049228,https://pubmed.ncbi.nlm.nih.gov/42166638/,1
bm25,6,bronchitis mucus cough,8,42157039,Clinical and phenotypic characteristics of chronic cough patients without sputum eosinophilia.,6.974170336773921,https://pubmed.ncbi.nlm.nih.gov/42157039/,2
bm25,6,bronchitis mucus cough,9,42182805,A pilot study on the relationship between temperature and humidity and the detection of basidiomycetes in sputum from patients with chronic cough in the Nagasaki region.,6.799706022143583,https://pubmed.ncbi.nlm.nih.gov/42182805/,2
bm25,6,bronchitis mucus cough,10,42211704,"Genetic and epidemiological characteristics of the spread of human metapneumovirus in Bulgaria, 2023-2025.",6.74308517924855,https://pubmed.ncbi.nlm.nih.gov/42211704/,0
bm25,7,lung infection fever,1,42157123,Predicting societal risk factors for respiratory co-infections: a cross-sectional study based on multi-source fever clinic data.,12.929811721950104,https://pubmed.ncbi.nlm.nih.gov/42157123/,2
bm25,7,lung infection fever,2,42174512,Risk factors for neonatal multidrug-resistant Gram-negative bacilli infection in a neonatal intensive care unit in South China: a 5-year clinical analysis.,12.437380348760112,https://pubmed.ncbi.nlm.nih.gov/42174512/,2
bm25,7,lung infection fever,3,42175396,Clinical characteristics and predictors of Mycoplasma pneumoniae pneumonia coinfection with Bordetella pertussis in children.,12.404799626314745,https://pubmed.ncbi.nlm.nih.gov/42175396/,1
bm25,7,lung infection fever,4,42157124,"Prevalence, associated factors and treatment prescriptions for community-acquired pneumonia: a cross-sectional study at the largest children's hospital in the Ashanti Region, Ghana.",11.9841815924553,https://pubmed.ncbi.nlm.nih.gov/42157124/,1
bm25,7,lung infection fever,5,42211619,Pulmonary Mucormycosis Presenting as Rapidly Progressive Cavitary Pneumonia and Lung Abscess in a Patient With Type 2 Diabetes Mellitus and a Solitary Functioning Kidney: A Report of a Rare Case.,11.7843565519176,https://pubmed.ncbi.nlm.nih.gov/42211619/,2
bm25,7,lung infection fever,6,42205716,Life-Threatening Necrotizing Pneumonia in a Pediatric Patient: A Complicated Case From Palestine.,11.775395599931034,https://pubmed.ncbi.nlm.nih.gov/42205716/,1
bm25,7,lung infection fever,7,42164197,Beyond the Lungs: A Rare Case of Klebsiella pneumoniae Meningitis.,11.328592495055434,https://pubmed.ncbi.nlm.nih.gov/42164197/,0
bm25,7,lung infection fever,8,42198590,"Antiviral Efficacy of the Traditional Chinese Medicine Mixture Yuanzhixingrenheji Against Human Adenovirus-7 In Vitro, In Vivo, and in a Clinical Retrospective Study.",10.91800989092152,https://pubmed.ncbi.nlm.nih.gov/42198590/,0
bm25,7,lung infection fever,9,42168872,Antibacterial mechanism and in vivo efficacy of cladribine against carbapenem-resistant Klebsiella pneumoniae.,10.613337302149246,https://pubmed.ncbi.nlm.nih.gov/42168872/,0
bm25,7,lung infection fever,10,42175403,Mycobacterium avium complex pulmonary disease in rheumatoid arthritis-associated interstitial lung disease under non-biologic immunomodulatory therapy: A case report.,10.380398975244368,https://pubmed.ncbi.nlm.nih.gov/42175403/,2
bm25,8,asthma wheezing children,1,42161543,"Association of early-life human rhinovirus and respiratory syncytial virus infections with childhood asthma: a cohort study in Suzhou, China.",21.254493462022573,https://pubmed.ncbi.nlm.nih.gov/42161543/,2
bm25,8,asthma wheezing children,2,42180379,Rental housing may contribute to racial and ethnic disparities in upper respiratory infections.,16.853877486911358,https://pubmed.ncbi.nlm.nih.gov/42180379/,1
bm25,8,asthma wheezing children,3,42204487,A prospective observational pilot study assessing childhood asthma control in areas with increased urban environmental greenery.,16.546519757048525,https://pubmed.ncbi.nlm.nih.gov/42204487/,2
bm25,8,asthma wheezing children,4,42194153,"Factors Influencing Asthma in Children at Early Childhood Development Centres in a Densely Populated Urban Informal Township in Gauteng Province, South Africa.",16.339409438566584,https://pubmed.ncbi.nlm.nih.gov/42194153/,2
bm25,8,asthma wheezing children,5,42158373,RSV-infected children with mixed infections: clinical features and early predictive indicators of codetection with Streptococcus pneumoniae and Haemophilus influenzae.,16.16602101753568,https://pubmed.ncbi.nlm.nih.gov/42158373/,2
bm25,8,asthma wheezing children,6,42183282,Paradoxical enrichment of Akkermansia in children with poorly controlled asthma: a longitudinal study.,16.11995607744958,https://pubmed.ncbi.nlm.nih.gov/42183282/,2
bm25,8,asthma wheezing children,7,42188340,Association of Plasma IL-6 with Indoor Radon Exposure in Children with Non-Allergic Asthma.,15.942054676362494,https://pubmed.ncbi.nlm.nih.gov/42188340/,2
bm25,8,asthma wheezing children,8,42157175,Nutritional status and clinical severity in children with sickle cell disease and confirmed asthma: a multicentre observational study.,15.8324932514865,https://pubmed.ncbi.nlm.nih.gov/42157175/,2
bm25,8,asthma wheezing children,9,42175507,The association between asthma and ADHD in children and adolescents: An observational study and a meta-analysis of Mendelian randomization studies.,15.802103393173098,https://pubmed.ncbi.nlm.nih.gov/42175507/,2
bm25,8,asthma wheezing children,10,42188042,A Multi-Omics Approach Uncovers Divergent Mechanisms of Asthma in Normal Weight and Obese Children.,15.672296021345591,https://pubmed.ncbi.nlm.nih.gov/42188042/,2
bm25,9,respiratory failure oxygen,1,42216363,Effect of integrated nursing on serum inflammatory factors and oxygenation indices in children with severe respiratory failure: A prospective quasi-experimental controlled study.,14.540682305977596,https://pubmed.ncbi.nlm.nih.gov/42216363/,2
bm25,9,respiratory failure oxygen,2,42212111,STAT2 R148 variant: A 16th-century founder mutation and clinical response to high-dose JAK inhibitor therapy.,12.947170128836447,https://pubmed.ncbi.nlm.nih.gov/42212111/,0
bm25,9,respiratory failure oxygen,3,42177124,"Molecular and clinical characterization of human adenovirus type 21 (HAdV-21) associated with respiratory tract infections in hospitalized adults in Hangzhou, China, 2022-2024.",12.19240230484032,https://pubmed.ncbi.nlm.nih.gov/42177124/,2
bm25,9,respiratory failure oxygen,4,42195058,"Non-Invasive Respiratory Support in ""De Novo"" Acute Hypoxemic Respiratory Failure: Which Technique Is Best?",11.545338122840374,https://pubmed.ncbi.nlm.nih.gov/42195058/,2
bm25,9,respiratory failure oxygen,5,42195248,Clinical Outcomes and Risk Factors of Healthcare-Associated Infections in Surgical Wards: A Retrospective Cohort Study.,11.514818475570578,https://pubmed.ncbi.nlm.nih.gov/42195248/,0
bm25,9,respiratory failure oxygen,6,42212304,BAL Flow Cytometry Unmasks Nodal T Follicular Helper Cell Lymphoma-Associated Hemophagocytic Lymphohistiocytosis When Bone Marrow Is Nondiagnostic: A Case Report.,10.18361522405814,https://pubmed.ncbi.nlm.nih.gov/42212304/,0
bm25,9,respiratory failure oxygen,7,42194821,"Clinical, Functional, and Comorbid Characteristics of COPD Patients with Impaired Diffusing Capacity: A Cross-Sectional Study.",10.002728915091788,https://pubmed.ncbi.nlm.nih.gov/42194821/,1
bm25,9,respiratory failure oxygen,8,42161595,Breaking with convention: the role of lymphocytes in IPF.,9.299079999927402,https://pubmed.ncbi.nlm.nih.gov/42161595/,0
bm25,9,respiratory failure oxygen,9,42186711,Clinical and economic burden of respiratory syncytial virus among adults hospitalised with acute respiratory infections in Portugal.,9.187200263351269,https://pubmed.ncbi.nlm.nih.gov/42186711/,2
bm25,9,respiratory failure oxygen,10,42196173,"Diagnostic Usefulness of SP-D, CCL2/MCP-1, and IL-18 in Assessing Respiratory Function and Risk of Pulmonary Fibrosis in COVID-19 Patients.",9.186355436552638,https://pubmed.ncbi.nlm.nih.gov/42196173/,2
bm25,10,chest pain difficulty breathing,1,42207455,Asthma daytime and nighttime symptom diaries: content validity and qualitative exploration of meaningful change in patients with moderate-to-severe asthma.,20.577913484109065,https://pubmed.ncbi.nlm.nih.gov/42207455/,1
bm25,10,chest pain difficulty breathing,2,42201088,"Spontaneous Pneumomediastinum, Subcutaneous Emphysema, and Pneumoperitoneum in RT-PCR-Confirmed Measles: A Pediatric Case Report.",19.18636548179045,https://pubmed.ncbi.nlm.nih.gov/42201088/,0
bm25,10,chest pain difficulty breathing,3,42158683,A case report of X-linked agammaglobulinemia complicated with necrotic pneumonia.,13.05501291970384,https://pubmed.ncbi.nlm.nih.gov/42158683/,1
bm25,10,chest pain difficulty breathing,4,42187468,Low-Effort Respiratory Function Estimation with a Soft Wearable Digital Spirometry Patch.,10.668975008955922,https://pubmed.ncbi.nlm.nih.gov/42187468/,1
bm25,10,chest pain difficulty breathing,5,42205504,Breath-by-breath: unmasking cardio-respiratory conditions through capnography waveforms - the general breathing record study.,10.461322584898266,https://pubmed.ncbi.nlm.nih.gov/42205504/,2
bm25,10,chest pain difficulty breathing,6,42201061,Task-Evoked Pupillary Dynamics Are Altered in Post-COVID Syndrome.,10.26763036401534,https://pubmed.ncbi.nlm.nih.gov/42201061/,0
bm25,10,chest pain difficulty breathing,7,42171395,Assessment of childhood pneumonia management and outcomes at primary healthcare centres in Islamabad and Rawalpindi: an observational cohort study from Pakistan.,9.04543300629001,https://pubmed.ncbi.nlm.nih.gov/42171395/,1
bm25,10,chest pain difficulty breathing,8,42181381,Atraumatic Transdiaphragmatic Intercostal Hernia Following a Coughing Spell: A Case Report.,8.514137323590685,https://pubmed.ncbi.nlm.nih.gov/42181381/,1
bm25,10,chest pain difficulty breathing,9,42211619,Pulmonary Mucormycosis Presenting as Rapidly Progressive Cavitary Pneumonia and Lung Abscess in a Patient With Type 2 Diabetes Mellitus and a Solitary Functioning Kidney: A Report of a Rare Case.,8.2890111874881,https://pubmed.ncbi.nlm.nih.gov/42211619/,1
bm25,10,chest pain difficulty breathing,10,42194610,An Overview of Meta-Analyses on the Surgical Stabilization of Rib Fractures in Adults: A Narrative Umbrella Review (2020-2025).,7.987645746308713,https://pubmed.ncbi.nlm.nih.gov/42194610/,0
expanded,1,shortness of breath chest tightness,1,42158705,Clinical characteristics and prognostic factors influencing respiratory syncytial virus pneumonia in children with atopy: a retrospective cohort study.,13.985863247521912,https://pubmed.ncbi.nlm.nih.gov/42158705/,2
expanded,1,shortness of breath chest tightness,2,42207455,Asthma daytime and nighttime symptom diaries: content validity and qualitative exploration of meaningful change in patients with moderate-to-severe asthma.,8.273274138385762,https://pubmed.ncbi.nlm.nih.gov/42207455/,2
expanded,1,shortness of breath chest tightness,3,42181381,Atraumatic Transdiaphragmatic Intercostal Hernia Following a Coughing Spell: A Case Report.,6.808498005634011,https://pubmed.ncbi.nlm.nih.gov/42181381/,1
expanded,1,shortness of breath chest tightness,4,42192344,Diagnosis and management of mixed Chlamydia abortus and psittaci pneumonia guided by metagenomic next-generation sequencing: a case report.,6.159189222125667,https://pubmed.ncbi.nlm.nih.gov/42192344/,2
expanded,1,shortness of breath chest tightness,5,42181442,Thoracic Imaging Findings in Systemic Lupus Erythematosus.,6.11405584567692,https://pubmed.ncbi.nlm.nih.gov/42181442/,0
expanded,1,shortness of breath chest tightness,6,42163989,"Quantitative assessment of thoracic morphometry in interstitial lung diseases: a CT-based comparison of nonspecific interstitial pneumonia, usual interstitial pneumonia, and healthy control.",6.093268100734674,https://pubmed.ncbi.nlm.nih.gov/42163989/,2
expanded,1,shortness of breath chest tightness,7,42175403,Mycobacterium avium complex pulmonary disease in rheumatoid arthritis-associated interstitial lung disease under non-biologic immunomodulatory therapy: A case report.,6.031872401067267,https://pubmed.ncbi.nlm.nih.gov/42175403/,1
expanded,1,shortness of breath chest tightness,8,42181565,Construction of a nomogram combining CT and serum markers for predicting macrolide resistance gene mutation status in pediatric Mycoplasma pneumoniae pneumonia.,4.784391398118825,https://pubmed.ncbi.nlm.nih.gov/42181565/,2
expanded,1,shortness of breath chest tightness,9,42185817,Inspiratory capacity and inhalation techniques evaluated and training by digital therapy comprehensive management platform in COPD patients.,4.162154000311541,https://pubmed.ncbi.nlm.nih.gov/42185817/,1
expanded,1,shortness of breath chest tightness,10,42207578,"A case series of 21 adult cows with acute infectious bronchopneumonia: clinical, laboratory, and thoracic ultrasonographic findings.",4.078692248219893,https://pubmed.ncbi.nlm.nih.gov/42207578/,0
expanded,2,persistent cough wheezing asthma,1,42194153,"Factors Influencing Asthma in Children at Early Childhood Development Centres in a Densely Populated Urban Informal Township in Gauteng Province, South Africa.",9.70472513240191,https://pubmed.ncbi.nlm.nih.gov/42194153/,2
expanded,2,persistent cough wheezing asthma,2,42158656,"Asthma: onset at young, persist when grow up.",6.422501965971295,https://pubmed.ncbi.nlm.nih.gov/42158656/,2
expanded,2,persistent cough wheezing asthma,3,42169113,Qingre Runzao oral liquid and its key compound ophiopogonin D inhibit CXCL9 and block CXCL9/CXCR3 axis to ameliorate asthma by suppressing RAS/ERK pathway.,5.890319485168696,https://pubmed.ncbi.nlm.nih.gov/42169113/,2
expanded,2,persistent cough wheezing asthma,4,42170446,Efficacy and immune-inflammatory modulation of combined glucocorticoid and anti-tuberculosis therapy in patients with bronchial asthma and pulmonary tuberculosis.,5.85078987286515,https://pubmed.ncbi.nlm.nih.gov/42170446/,2
expanded,2,persistent cough wheezing asthma,5,42193062,"Advances in the Association Between the ADRB2 Gene and Bronchial Asthma: Genetic Polymorphisms, Epigenetic Regulation, and Clinical Applications.",5.761276212269914,https://pubmed.ncbi.nlm.nih.gov/42193062/,2
expanded,2,persistent cough wheezing asthma,6,42179757,"Trends in the prevalence of childhood allergic diseases in Japan: Comparison of surveys conducted in 1982, 1992, 2002, 2012, and 2022 (WJSAAC phase I-V).",5.5630679736241975,https://pubmed.ncbi.nlm.nih.gov/42179757/,0
expanded,2,persistent cough wheezing asthma,7,42158358,"Safety and Efficacy of Nebulized Inhalation of Polymyxin B Sulfate for Carbapenem-Resistant Gram-Negative Bacterial Pneumonia: A Multi-Center, Prospective, Observational Study.",5.144737005263874,https://pubmed.ncbi.nlm.nih.gov/42158358/,1
expanded,2,persistent cough wheezing asthma,8,42212432,Comparison of Serum TARC Levels at Term-Equivalent Age Between Preterm and Term Infants.,5.001371477980397,https://pubmed.ncbi.nlm.nih.gov/42212432/,0
expanded,2,persistent cough wheezing asthma,9,42161543,"Association of early-life human rhinovirus and respiratory syncytial virus infections with childhood asthma: a cohort study in Suzhou, China.",4.445980716693779,https://pubmed.ncbi.nlm.nih.gov/42161543/,2
expanded,2,persistent cough wheezing asthma,10,42194236,"Severe Asthma Exacerbations in the Pediatric Intensive Care Unit: Clinical Profile, Management, and Outcomes-Retrospective Study.",4.030137555506374,https://pubmed.ncbi.nlm.nih.gov/42194236/,2
expanded,3,fever cough pneumonia,1,42182805,A pilot study on the relationship between temperature and humidity and the detection of basidiomycetes in sputum from patients with chronic cough in the Nagasaki region.,9.73292401673248,https://pubmed.ncbi.nlm.nih.gov/42182805/,2
expanded,3,fever cough pneumonia,2,42164886,Temperature Variability and Chronic Obstructive Pulmonary Disease: The China Pulmonary Health Study.,8.147809554928704,https://pubmed.ncbi.nlm.nih.gov/42164886/,2
expanded,3,fever cough pneumonia,3,42181381,Atraumatic Transdiaphragmatic Intercostal Hernia Following a Coughing Spell: A Case Report.,7.970669350721648,https://pubmed.ncbi.nlm.nih.gov/42181381/,1
expanded,3,fever cough pneumonia,4,42198639,Epidemiological Analysis of Environmental Factors Affecting Porcine Pleuropneumonia in a Herd Endemic for Actinobacillus pleuropneumoniae.,6.206898506879174,https://pubmed.ncbi.nlm.nih.gov/42198639/,0
expanded,3,fever cough pneumonia,5,42180475,Impact of atmospheric NO(2) on pediatric asthma visits in Jinan: effect modification by season and apparent temperature.,5.542991981441041,https://pubmed.ncbi.nlm.nih.gov/42180475/,1
expanded,3,fever cough pneumonia,6,42198771,Wastewater-Based Surveillance of SARS-CoV-2 for Early Warning of COVID-19 Infection Dynamics.,5.333859175438166,https://pubmed.ncbi.nlm.nih.gov/42198771/,2
expanded,3,fever cough pneumonia,7,42169007,Baicalein mitigates epithelial barrier impairment and microbiota dysbiosis in allergic asthmatic mice via the gut‑lung axis.,5.085839431697726,https://pubmed.ncbi.nlm.nih.gov/42169007/,1
expanded,3,fever cough pneumonia,8,42207578,"A case series of 21 adult cows with acute infectious bronchopneumonia: clinical, laboratory, and thoracic ultrasonographic findings.",4.707605719241517,https://pubmed.ncbi.nlm.nih.gov/42207578/,0
expanded,3,fever cough pneumonia,9,42158656,"Asthma: onset at young, persist when grow up.",4.707605719241517,https://pubmed.ncbi.nlm.nih.gov/42158656/,1
expanded,3,fever cough pneumonia,10,42175396,Clinical characteristics and predictors of Mycoplasma pneumoniae pneumonia coinfection with Bordetella pertussis in children.,4.643218182139051,https://pubmed.ncbi.nlm.nih.gov/42175396/,2
expanded,4,pulmonary fibrosis breathing difficulty,1,42207587,miR-205-5p promotes endothelial dysfunction and senescence in pulmonary fibrosis.,8.565655758799103,https://pubmed.ncbi.nlm.nih.gov/42207587/,2
expanded,4,pulmonary fibrosis breathing difficulty,2,42201061,Task-Evoked Pupillary Dynamics Are Altered in Post-COVID Syndrome.,8.107978407329552,https://pubmed.ncbi.nlm.nih.gov/42201061/,0
expanded,4,pulmonary fibrosis breathing difficulty,3,42183153,Mapping cellular and ECM heterogeneity in pulmonary fibrosis - insights from recent spatiomics studies.,7.227951396220023,https://pubmed.ncbi.nlm.nih.gov/42183153/,2
expanded,4,pulmonary fibrosis breathing difficulty,4,42182718,Copanlisib ameliorates pulmonary fibrosis by modulating cellular autophagy through PI3K/Akt/mTORC1 pathway.,6.386427426895972,https://pubmed.ncbi.nlm.nih.gov/42182718/,2
expanded,4,pulmonary fibrosis breathing difficulty,5,42154525,MRC2-mediated collagen internalization is reduced in fibrotic lung fibroblasts and increased upon phenotypic dedifferentiation.,5.67977544425821,https://pubmed.ncbi.nlm.nih.gov/42154525/,1
expanded,4,pulmonary fibrosis breathing difficulty,6,42174588,Doublecortin-like kinase 1 promotes fibroblast activation and fibrotic progression through Smad3 binding in idiopathic pulmonary fibrosis.,5.591819522387777,https://pubmed.ncbi.nlm.nih.gov/42174588/,2
expanded,4,pulmonary fibrosis breathing difficulty,7,42204838,Multi-omics reveals a novel Cxcr4(+) subpopulation of alveolar macrophages and therapeutic effect of AMD3100 in mice with advanced silicosis.,5.5385064977902,https://pubmed.ncbi.nlm.nih.gov/42204838/,0
expanded,4,pulmonary fibrosis breathing difficulty,8,42210244,Exploring the role of RCEO in macrophage-mediated modulation of pulmonary fibrosis.,5.263172162954196,https://pubmed.ncbi.nlm.nih.gov/42210244/,2
expanded,4,pulmonary fibrosis breathing difficulty,9,42196173,"Diagnostic Usefulness of SP-D, CCL2/MCP-1, and IL-18 in Assessing Respiratory Function and Risk of Pulmonary Fibrosis in COVID-19 Patients.",5.082423321724233,https://pubmed.ncbi.nlm.nih.gov/42196173/,2
expanded,4,pulmonary fibrosis breathing difficulty,10,42206677,ZNF469 drives TGF-beta1/SMAD3-mediated extracellular matrix regulation in pulmonary fibrosis.,4.834583732465139,https://pubmed.ncbi.nlm.nih.gov/42206677/,2
expanded,5,COPD chronic cough,1,42157039,Clinical and phenotypic characteristics of chronic cough patients without sputum eosinophilia.,15.156544636076024,https://pubmed.ncbi.nlm.nih.gov/42157039/,2
expanded,5,COPD chronic cough,2,42182805,A pilot study on the relationship between temperature and humidity and the detection of basidiomycetes in sputum from patients with chronic cough in the Nagasaki region.,10.95679497492663,https://pubmed.ncbi.nlm.nih.gov/42182805/,2
expanded,5,COPD chronic cough,3,42182777,"Rapid decline in lung function is associated with more chronic respiratory symptoms, more severe small airway dysfunction and lung structural changes.",8.394119579760154,https://pubmed.ncbi.nlm.nih.gov/42182777/,2
expanded,5,COPD chronic cough,4,42199172,Program-Specific Podcasting as a Supplemental Learning Tool for Subspecialty Fellows.,6.168259397612212,https://pubmed.ncbi.nlm.nih.gov/42199172/,0
expanded,5,COPD chronic cough,5,42181381,Atraumatic Transdiaphragmatic Intercostal Hernia Following a Coughing Spell: A Case Report.,5.339605690913528,https://pubmed.ncbi.nlm.nih.gov/42181381/,1
expanded,5,COPD chronic cough,6,42180826,The possible mechanisms linking chronic obstructive pulmonary disease and coronary atherosclerosis based on coronary computed tomography angiography and animal experiments.,4.772738821146041,https://pubmed.ncbi.nlm.nih.gov/42180826/,2
expanded,5,COPD chronic cough,7,42163317,"Cardiorespiratory fitness, genetic susceptibility, and the risk of chronic obstructive pulmonary disease: findings from observational and two-sample bidirectional Mendelian randomisation analyses.",4.582396830131912,https://pubmed.ncbi.nlm.nih.gov/42163317/,2
